Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Is Training
720000,1.5533236,2.077148,35.936302,4999.0,216.9999962124275,108.49999810621375,2121.8198375701904,1.0
730000,1.53815,2.0829265,36.13532,4999.0,201.50000125169754,100.75000062584877,2107.274582862854,1.0
740000,1.5106149,2.0754807,36.508904,4999.0,200.49999949068297,100.24999974534148,2092.9694170951843,1.0
750000,1.4537851,2.0300288,36.358406,4999.0,211.50000232458115,105.75000116229057,2040.5455303192139,1.0
760000,1.392953,1.992723,36.18306,4999.0,204.99999682253693,102.49999841126846,2155.1472319602967,1.0
770000,1.421796,2.0199544,36.64879,4999.0,208.49999754538294,104.24999877269147,2187.6534690856934,1.0
780000,1.4255834,2.063718,37.485573,4999.0,201.74999907345045,100.87499953672523,2251.9537315368652,1.0
790000,1.4105998,2.0501673,38.045372,4999.0,197.99999803304672,98.99999901652336,2241.0135135650635,1.0
800000,1.3771325,2.0318043,37.964798,4999.0,205.75000003524474,102.87500001762237,2284.53351020813,1.0
810000,1.3992394,2.073241,38.476097,4999.0,199.99999599449802,99.99999799724901,2258.7351059913635,1.0
820000,1.3782127,2.1036148,38.72288,4999.0,209.49999823898543,104.74999911949271,2304.027847290039,1.0
830000,1.3726318,2.121395,38.562233,4999.0,195.99999570846558,97.99999785423279,2176.4084515571594,1.0
840000,1.3494312,2.1087418,39.225166,4999.0,199.9999956759857,99.99999783799285,2199.282681465149,1.0
850000,1.3399432,2.1025128,39.36425,4999.0,205.49999591440428,102.74999795720214,2172.161777973175,1.0
860000,1.3226929,2.1196725,39.65093,4999.0,213.59999694717118,106.79999847358559,2217.5463774681093,1.0
870000,1.3360621,2.1323829,40.059837,4999.0,212.166662861011,106.0833314305055,2259.483475844065,1.0
880000,1.3721628,2.140061,40.083633,4999.0,214.4999991194927,107.24999955974636,2332.5102536678314,1.0
890000,1.3314149,2.12178,40.16835,4999.0,212.49999630451202,106.24999815225601,2234.2966918945312,1.0
900000,1.3102452,2.0963912,40.34773,4999.0,211.8749985017639,105.93749925088196,2286.2401859760284,1.0
910000,1.3044103,2.1019943,40.249413,4999.0,207.9999938282417,103.99999691412086,2259.5430824756622,1.0
920000,1.2576852,2.0900006,40.24586,4052.5,165.18930049106712,82.59465024553356,1787.4548978805542,1.0
