Steps,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Policy/Entropy,Is Training
1280000,0.81205165,2.4279895,425.3478260869565,7.610382117654966,3.805191058827483,124.38997778415923,0.20379081,0.03032435,0.00029236273,0.6923011,0.23246603,0.7407135,0.45865303,1.0
1290000,0.7825687,2.383674,466.9047619047619,8.501656510201949,4.250828255100974,133.32796267331355,0.23963782,0.028324477,0.00029230115,0.73430914,0.25282136,0.7316552,0.49220398,1.0
1300000,0.7098518,2.447009,448.72,9.390055400133132,4.695027700066566,134.50943051985465,0.17811154,0.029151032,0.00029223933,0.7263557,0.25211933,0.73061156,0.48913255,1.0
1310000,0.8808246,2.9274716,441.73333333333335,9.01145232717196,4.50572616358598,123.81106436674794,0.20419358,0.02243928,0.00029217725,0.74494654,0.25615618,0.72686577,0.47508913,1.0
1320000,0.7192035,2.7257872,461.3181818181818,7.021171853454276,3.510585926727138,128.28815683472732,0.27442446,0.02734163,0.0002921151,0.73806894,0.25524613,0.7281431,0.4915181,1.0
1330000,0.6459773,2.332496,523.0344827586207,10.291743923620931,5.145871961810466,162.3119857568406,0.18734625,0.025806477,0.00029205353,0.71366525,0.24265882,0.73600066,0.43269518,1.0
1340000,0.7549827,2.5696814,387.53333333333336,7.188959398120642,3.594479699060321,114.40955382135387,0.22886856,0.022231082,0.00029199192,0.69461757,0.23313817,0.7410894,0.47586915,1.0
1350000,0.75289625,2.7527742,541.3636363636364,8.209707803346895,4.104853901673447,161.89703260569578,0.18962337,0.027679313,0.00029193013,0.75178283,0.26242253,0.72318876,0.5303225,1.0
1360000,0.6438062,2.4421623,449.10526315789474,8.725767712844046,4.362883856422023,137.47046932683475,0.22322334,0.026798362,0.00029186808,0.6971778,0.24097505,0.742318,0.41674736,1.0
1370000,0.75039285,2.5905116,464.5,9.815990084612912,4.907995042306456,136.46154859659939,0.21582179,0.021234956,0.00029180598,0.69988215,0.23974948,0.7435896,0.47439927,1.0
1380000,0.78803784,2.8095639,526.4444444444445,7.061176591449314,3.530588295724657,139.63726185210464,0.21662378,0.02420773,0.0002917441,0.703872,0.24334921,0.7426844,0.50437146,1.0
1390000,0.7777036,3.0021167,506.3478260869565,9.528964344169134,4.764482172084567,141.2070194720493,0.22650208,0.024729393,0.00029168214,0.7755514,0.27353498,0.7180589,0.5642492,1.0
1400000,0.7742524,2.773303,497.6842105263158,11.584472667229804,5.792236333614902,164.97192942615794,0.2516657,0.02225399,0.0002916196,0.7413648,0.25305408,0.7266899,0.5063745,1.0
1410000,0.80402845,2.6162055,488.0416666666667,10.006357416510582,5.003178708255291,139.92649742773696,0.22786793,0.020505676,0.0002915571,0.77187335,0.26962695,0.71771157,0.5518441,1.0
1420000,0.86251974,2.994493,499.1875,11.368711583316326,5.684355791658163,154.97917216585483,0.17684446,0.024853202,0.00029149564,0.72680545,0.24556774,0.7291711,0.5003206,1.0
